"JASID","時代","経度","緯度","中期"
1321800500,"[縄文時代（早期・中期～後期）]",139.3325231,35.74386288,1
1321800700,"[縄文時代（中期）][平安時代]",139.3283075,35.75070337,1
1321801100,"[縄文時代（早期・中期）]",139.336128,35.73789947,1
1321801300,"[縄文時代（前期～中期）][平安時代]",139.3390456,35.72968826,1
1321801600,"[縄文時代（中期）]",139.3331187,35.71633926,1
1321900500,"[縄文時代（中期）][弥生時代][古墳時代][奈良時代][平安時代][近世]",139.5741074,35.64335636,1
1321900700,"[縄文時代（中期）][古墳時代][奈良時代][平安時代][近世]",139.578934,35.644489,1
1321901800,"[縄文時代（中期）][弥生時代][古墳時代][奈良時代][平安時代][近世]",139.5774313,35.63893222,1
1321902200,"[縄文時代（中期）][古墳時代][奈良時代][近世]",139.5809614,35.63543563,1
1321902900,"[縄文時代（草創期・中期～後期）][弥生時代][古墳時代][奈良時代][平安時代][近世]",139.5904667,35.62996028,1
1321904000,"[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世][近世]",139.5750064,35.63116728,1
1321904201,"[旧石器時代][縄文時代（中期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]",139.575899,35.63310663,1
1321904300,"[縄文時代（中期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][近世]",139.5794181,35.6316277,1
1321904401,"[縄文時代（中期）][古墳時代][中世][近世]",139.5778903,35.63406932,1
1321904500,"[縄文時代（中期）][奈良時代][平安時代]",139.5766532,35.63500744,1
1321905000,"[縄文時代（中期）][古墳時代][奈良時代][平安時代]［中世］[近世]",139.574354,35.63372052,1
1321905400,"[縄文時代（中期）][古墳時代][近世]",139.569778,35.632286,1
1321905600,"[縄文時代（中期）][弥生時代][古墳時代][奈良時代][近世]",139.570732,35.63620392,1
1321905900,"[縄文時代（中期）][古墳時代][奈良時代][平安時代][近世]",139.5733241,35.63785018,1
1321906200,"[縄文時代（中期）][古墳時代][奈良時代][平安時代][近世]",139.5664751,35.64206392,1
1321906300,"[縄文時代（中期）][古墳時代][奈良時代][平安時代][近世]",139.5680071,35.63953211,1
1321906400,"[縄文時代（中期）][古墳時代][奈良時代][近世]",139.5668685,35.63716992,1
1321906500,"[縄文時代（中期～晩期）][弥生時代][古墳時代][奈良時代][中世]",139.5672118,35.63463074,1
1322300100,"[縄文時代（中期）][平安時代]",139.3701925,35.76669671,1
1322300200,"[縄文時代（中期）]",139.3767285,35.76543267,1
1322300300,"[縄文時代（早期・中期）]",139.3792691,35.76504266,1
1322300600,"[縄文時代（早期～後期）][古墳時代]",139.3810201,35.76264685,1
1322300700,"[縄文時代（早期～後期）]",139.3829801,35.76041659,1
1322300800,"[縄文時代（早期～後期）][弥生時代][古墳時代][奈良時代][平安時代][近世？]",139.3851431,35.76217173,1
1322301100,"[縄文時代（草創期・中期）]",139.3829115,35.75857784,1
1322301300,"[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][平安時代]",139.387821,35.75868928,1
1322301500,"[縄文時代（中期）][平安時代]",139.3916328,35.75737985,1
1322301800,"[旧石器時代][縄文時代（草創期～晩期）][弥生時代（後期）][古墳時代][平安時代][中世]",139.3980655,35.75746344,1
1322301900,"[縄文時代（中期）]",139.3976536,35.75679478,1
1322302100,"[縄文時代（中期）]",139.4029751,35.75969225,1
1322302200,"[縄文時代（中期）][平安時代]",139.4062023,35.75899575,1
1322302300,"[縄文時代（中期）][平安時代]",139.4020481,35.75476091,1
1322302400,"[縄文時代（中期）]",139.4041767,35.75565248,1
1322302600,"[縄文時代（中期）][古墳時代]",139.3671539,35.75503952,1
1322302900,"[縄文時代（草創期・中期）]",139.3837364,35.75373003,1
1322303100,"[旧石器時代][縄文時代（中期）]",139.3929157,35.75102738,1
1322303200,"[縄文時代（中期）]",139.394083,35.74757232,1
1322303300,"[旧石器時代][縄文時代（草創期・中期）]",139.3993015,35.75286631,1
1322303400,"[旧石器時代][縄文時代（中期）]",139.4019451,35.7513896,1
1322303800,"[縄文時代（中期）][弥生時代（後期）][古墳時代][近世]",139.3727331,35.76496954,1
1322303900,"[縄文時代（前期～中期）]",139.3786512,35.76796769,1
1322700100,"[縄文時代（中期）]",139.299062,35.76848948,1
1322700200,"[縄文時代（中期）]",139.3045895,35.76436658,1
1322700500,"[縄文時代（中期～期）]",139.3131593,35.7576718,1
1322700600,"[縄文時代（中期～後期）]",139.3152879,35.7541613,1
1322700900,"[縄文時代（中期）][古墳時代][奈良時代][平安時代]",139.3204245,35.75052753,1
1322701000,"[縄文時代（中期）]",139.3100007,35.76104285,1
1322701100,"[縄文時代（中期）]",139.3091424,35.76388445,1
1322800100,"[縄文時代(中期)]",139.1797183,35.72689206,1
1322800200,"[縄文時代（中期）]",139.1821902,35.73051524,1
1322800400,"[縄文時代（早期～中期）]",139.1892283,35.73154642,1
1322800500,"[縄文時代（中期）]",139.1912539,35.73034802,1
1322800700,"[縄文時代（中期～後期）]",139.2028926,35.72747735,1
1322801100,"[縄文時代（前期～中期）]",139.2176469,35.73197144,1
1322801200,"[縄文時代（中期～晩期）]",139.2181275,35.72910083,1
1322801300,"[縄文時代（中期）]",139.2185395,35.7227461,1
1322801400,"[縄文時代（中期）]",139.2210801,35.73066156,1
1322801500,"[縄文時代（中期）][奈良時代]",139.2220414,35.73283539,1
1322801600,"[縄文時代（中期）][平安時代]",139.2241357,35.72492015,1
1322801700,"[縄文時代（中期）][中世]",139.2260583,35.73927291,1
1322801800,"[縄文時代（早期～中期）]",139.2262643,35.73353211,1
1322802000,"[縄文時代（中期～後期）][平安時代]",139.2318261,35.72319207,1
1322802100,"[縄文時代（中期～後期）][古墳時代]",139.2341607,35.72781878,1
1322802300,"[縄文時代（中期）][古墳時代]",139.2363923,35.72296909,1
1322802400,"[縄文時代（中期）]",139.2373536,35.72511525,1
1322802600,"[縄文時代（中期～晩期）][古墳時代][平安時代]",139.2434991,35.73311408,1
1322802900,"[縄文時代（中期）][平安時代]",139.2477219,35.73202718,1
1322803200,"[縄文時代（中期～後期）][古墳時代][平安時代]",139.2520135,35.72333143,1
1322803300,"[縄文時代（早期～中期）][奈良時代][平安時代][中世]",139.2512925,35.72065562,1
1322803500,"[縄文時代（中期）][古墳時代]",139.2547601,35.72112947,1
1322803700,"[縄文時代（中期）]",139.2655061,35.72422335,1
1322803800,"[縄文時代（早期～中期）][平安時代]",139.2567513,35.72104585,1
1322803900,"[縄文時代（早期・中期）][古墳時代][奈良時代][平安時代]",139.2560647,35.72037689,1
1322804000,"[縄文時代（前期～中期）]",139.2570946,35.71934556,1
1322804400,"[縄文時代（早期・中期～後期）][古墳時代][平安時代][近世]",139.289812,35.74553947,1
1322806300,"[縄文時代（前期～中期）][古墳時代]",139.3109349,35.73731546,1
1322807000,"[縄文時代（中期）][古墳時代][奈良時代][平安時代]",139.3078858,35.73231829,1
1322807400,"[縄文時代（中期～後期）][古墳時代][奈良時代][平安時代]",139.2762349,35.72354744,1
1322807500,"[縄文時代（前期～中期）][弥生時代][古墳時代]",139.2811787,35.72528945,1
1322807700,"[縄文時代（中期～後期）][古墳時代]",139.2899943,35.72459461,1
1322807800,"[縄文時代（中期）][古墳時代]",139.2912003,35.72788693,1
1322808000,"[縄文時代（中期～後期）]",139.2889343,35.7193301,1
1322808100,"[縄文時代（中期～後期）]",139.2935692,35.72183871,1
1322808200,"[縄文時代（中期）][弥生時代][古墳時代]",139.296783,35.725471,1
1322808700,"[旧石器時代][縄文時代（中期）]",139.3071991,35.72688357,1
1322809000,"[縄文時代（中期～後期）]",139.3084007,35.72139275,1
1322809300,"[縄文時代（中期）]",139.3186661,35.72119763,1
1322809500,"[縄文時代（中期）][平安時代][中世]",139.3215157,35.72144849,1
1322810100,"[縄文時代（前期～中期）][古墳時代]",139.2850645,35.73818544,1
1322810300,"[縄文時代（中期）][近世]",139.2735741,35.72227924,1
1322900100,"[旧石器時代][縄文時代(早期・中期)][近世]",139.5624,35.75549,1
1322900700,"[旧石器時代][縄文時代(早期～後期)][弥生時代（後期）][古墳時代][平安時代][近世]",139.5611,35.7257,1
1322900800,"[旧石器時代][縄文時代(早期～中期)][平安時代][近世]",139.5576,35.72376,1
1322901000,"[旧石器時代][縄文時代(中期)]",139.5582,35.72677,1
1322901100,"[旧石器時代][縄文時代(草創期～後期)][中世][近世]",139.5642,35.72665,1
1330300200,"[旧石器時代][縄文時代（前期～中期）][弥生時代][古墳時代][平安時代]",139.3498167,35.77550709,1
1330300300,"[旧石器時代][縄文時代（早期・中期～後期）]［弥生時代］",139.3540739,35.776287,1
1330300600,"[縄文時代（中期）]",139.3631033,35.77584134,1
1330300900,"[旧石器時代][縄文時代（早期～中期）]",139.3661932,35.77542352,1
1330301200,"[縄文時代（中期）]",139.3620514,35.77046311,1
1330301400,"[縄文時代（中期）]",139.3625933,35.76994806,1
1330301500,"[縄文時代（中期）][古墳時代][奈良時代]",139.363253,35.76779775,1
1330301900,"[縄文時代（中期）]",139.3614946,35.77596477,1
1330302100,"[縄文時代（前期～中期）][奈良時代][平安時代][近世]",139.3649965,35.77744102,1
1330302200,"[縄文時代（中期）][奈良時代]",139.3629307,35.77104957,1
1330500100,"[縄文時代（中期）]",139.2289512,35.74847833,1
1330500500,"[縄文時代（中期）]［古墳時代］",139.2670944,35.74435439,1
1330500600,"[縄文時代（中期～後期）]",139.2742012,35.74496742,1
1330500700,"[縄文時代（中期）]",139.2778747,35.74446585,1
1330501500,"[縄文時代（中期）]",139.2692917,35.73958931,1
1330501600,"[縄文時代（中期）]",139.2655022,35.75042527,1
1330501800,"[縄文時代（中期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]",139.2825654,35.73827606,1
1330502000,"[縄文時代（中期）]",139.2426155,35.74415933,1
1330700200,"[縄文時代（中期）]",139.1327514,35.76495126,1
1330700400,"[縄文時代（早期～中期）]",139.0948646,35.74182518,1
1330700500,"[旧石器時代][縄文時代（早期・中期～晩期）]",139.1125791,35.73067187,1
1330700700,"[縄文時代（中期）]",139.0761664,35.7117834,1
1330700800,"[縄文時代（中期）]",139.0845435,35.71373473,1
1330701000,"[縄文時代（中期）]",139.1256409,35.7036551,1
1330701100,"[縄文時代（中期）]",139.1080825,35.70419714,1
1330701200,"[縄文時代（中期）]",139.1097992,35.70210617,1
1330701400,"[縄文時代（中期）]",139.1337262,35.74089328,1
1330701500,"[縄文時代（中期）]",139.1358204,35.74078181,1
1330701600,"[縄文時代（早期・中期～後期）]",139.1388968,35.74029316,1
1330701700,"[縄文時代（中期～晩期）]",139.1449211,35.72981401,1
1330701800,"[縄文時代（中期～後期）]",139.146775,35.72610719,1
1330702100,"[縄文時代（中期）]",139.1114814,35.70297044,1
1330702200,"[縄文時代（中期）]",139.1402519,35.70285892,1
1330702300,"[縄文時代（前期～中期）]",139.1575337,35.70161329,1
1330702700,"[縄文時代（中期）]",139.1409169,35.73932615,1
1330702800,"[縄文時代（中期）]",139.1578961,35.68831996,1
1330703000,"[縄文時代（中期）]",139.1201134,35.70479815,1
1330703100,"[縄文時代（早期・中期）]",139.0833418,35.7200623,1
1330703200,"[縄文時代（早期～中期）][中世]",139.1059035,35.72042181,1
1330703300,"[縄文時代（前期～中期）]",139.0688215,35.74127604,1
1330703400,"[縄文時代（中期～後期）]",139.1212995,35.73727677,1
1330703500,"[縄文時代（中期～後期）]",139.1440068,35.73835081,1
1330703600,"[縄文時代（中期）]",139.1138686,35.73115239,1
1330703700,"[縄文時代（中期～後期）]",139.1408482,35.74010642,1
1330704200,"[縄文時代（中期）]",139.1520279,35.71431665,1
1330800100,"[縄文時代（中期）]",138.989000856163,35.7775138890408,1
1330800200,"[縄文時代（中期～後期）]",138.998153763294,35.7736997596532,1
1330800300,"[縄文時代（中期～後期）]",139.001473420308,35.7731148043413,1
1330800500,"[縄文時代（中期～後期）]",139.021190898654,35.7724690333137,1
1330800600,"[縄文時代（中期）]",139.025080508841,35.7744027052903,1
1330800700,"[縄文時代（中期～後期）]",139.022065939649,35.7766801742627,1
1330801000,"[縄文時代（前期～中期）]",139.034940540956,35.7801061233733,1
1330801100,"[縄文時代（中期）]",139.038717094524,35.7789363037675,1
1330801400,"[縄文時代（中期～後期）]",139.038614097959,35.782947040284,1
1330801600,"[縄文時代（中期）]",138.998386441162,35.793649898334,1
1330801900,"[縄文時代（中期）]",139.087606251275,35.8086777927277,1
1330802100,"[縄文時代（中期～後期）]",139.095434008492,35.807536236286,1
1330802200,"[縄文時代（中期）]",139.095056352677,35.8069515299797,1
1330802300,"[縄文時代（前期～中期）][平安時代]",139.093614396849,35.8046961967873,1
1330802400,"[縄文時代（早期～後期）][平安時代][中世]",139.112050828995,35.8111557464705,1
1330802500,"[縄文時代（中期）]",139.11314946207,35.8125756634188,1
1330802700,"[縄文時代（中期～後期）]",139.116273701226,35.7997676526318,1
1330802800,"[縄文時代（中期～後期）]",139.126599134621,35.8166334248607,1
1330802900,"[縄文時代（中期）]",139.13473588546,35.8147959706666,1
1330803000,"[縄文時代（中期）]",139.131577317172,35.8129584803216,1
1330803100,"[縄文時代（前期～中期）][平安時代?]",139.134255234391,35.8122067662148,1
1330803300,"[縄文時代（前期～後期）][奈良時代][平安時代]",139.139748398453,35.8138772312076,1
1330803400,"[縄文時代（前期～中期）]",139.146477525216,35.814712450061,1
1330803500,"[縄文時代（早期～中期）][平安時代]",139.150631730014,35.8149351746667,1
1330803600,"[縄文時代（中期）][平安時代]",139.153137987165,35.8154641404464,1
1330803700,"[縄文時代（中期・晩期）]",139.151696031337,35.8174964521074,1
1330803800,"[縄文時代（中期）][平安時代]",139.153172320226,35.8129306349715,1
1330803900,"[縄文時代（中期）][平安時代?]",139.156605547766,35.808420243069,1
1330804100,"[縄文時代（中期？）]",139.159661120799,35.8111766244123,1
1330804200,"[縄文時代（中期～後期）][平安時代]",139.161755389074,35.8140164311101,1
1330804400,"[縄文時代（中期）]",139.168415849714,35.8079747588095,1
1330804500,"[縄文時代（中期）]［平安時代］",139.167591874581,35.8071116255473,1
1330804600,"[縄文時代（中期）]",139.165102785925,35.830247881107,1
1330804700,"[縄文時代（中期）]",139.164896791487,35.8278818657164,1
1330805100,"[縄文時代（中期）]",139.121140305584,35.8292160301608,1
